Name,Unique ID,Account Type,Account Balance_x,Last Transaction Date_x,Overdraft Status,Active Status,Student ID,Major,GPA,Date of Birth,Date of Death,Cause of Death,EmployeeID,Position,Salary,Account Number,Last Transaction Date_y,Account Balance_y,BenefitType,LastClaimDate,Status,PatientID,LastAppointmentDate,ActivePrescriptions,Taxpayer ID,Last Filed Year,Tax Libaility,Voter ID,Last Voted Date,Registration Status,CaseNumber,LastCourtAppearance,CaseStatus,Username,LastLoginDate,PostsLastYear,Address,Electricity Usage,Water Usage,Last Payment Date,Passport Number,Last Travel Date,Destination,Target
Stephen Dickerson,d93676da-b99d-44a2-a7b4-e6d634fe7b53,Checking,9695287424819.96,2021-03-14,Yes,Yes,234839,Mathematics,3.82,1973-12-31,2024-08-25,Illness,b7427d25-ecbc-4b95-966a-cff0aa439d6e,"Engineer, building services",8230512612752.8,ACC15629,2021-06-03,3861640503967.89,Unemployment,2020-12-09,Inactive,f9483d64-6394-47cb-8458-0dc1ab69c2ec,2024-08-18,3,360-95-4887,2021,3705331635989.3,0b7c1a3e-dbe7-4e75-964f-abb93cc5b57f,2022-05-23,Not Registered,1c96b6d0-1e65-408d-a3c9-0fa74279ed0b,2024-03-02,Open,brent66,2024-07-03,31,"3201 Laurie Trace Suite 143
Holdenland, PA 85100",9301643049071.9,7277549347631.62,2024-01-22,P43304008,2024-08-21,Reunion,0
Heather Ross,0747f6b5-f10c-4201-b493-759f4359886c,Credit,9171106892057.79,2023-11-26,Yes,No,129083,Biology,3.37,1939-05-03,2024-08-31,Natural Causes,4d2388d5-e069-47d4-a6f7-12c376db77b4,Building services engineer,632955312195.66,ACC10609,2023-03-19,6295491159615.49,Healthcare,2020-09-09,Active,f6f50709-c28d-4cf1-9dc0-07f89d8733f4,2024-03-03,5,606-92-6540,2023,4968268003361.69,4134f994-edef-4bf3-b9a2-d19ce5fdb5ed,2022-06-09,Registered,854563b9-ee79-4c15-98ad-bc0ca52b5ff7,2023-11-16,Pending,sandycraig,2024-03-13,36,"03984 Garrison Causeway Apt. 653
Diazview, AL 42341",7696480707713.38,6849639009844.76,2024-03-05,P22177156,2024-03-19,Somalia,0
James Thomas,3112ee35-34f4-4892-b9dd-af1196fe0bf9,Savings,7419896204123.22,2020-04-12,Yes,Yes,626516,Biology,3.67,1980-09-18,2024-09-30,Natural Causes,40830304-afec-458b-a911-7d7a9434ff0c,Clothing/textile technologist,2943681088625.15,ACC42346,2024-10-13,9628377857989.93,Unemployment,2022-02-24,Inactive,5bc18b59-da6c-4d8b-82ce-72cae9e08055,2024-08-05,4,363-42-6917,2017,4025195316857.92,a6486a3d-7be9-4731-ab98-c32d151d4ac9,2022-03-03,Registered,35a095f2-6694-4874-8834-8e77114a0c56,2021-03-12,Closed,robertswilliam,2024-09-05,34,"92465 Colleen Canyon Apt. 980
West Justinside, PA 09027",1708859345424.84,1382059653426.87,2024-05-12,P42126135,2023-10-08,Monaco,0
Wanda Donovan MD,968feb84-716b-4e98-83dd-91597a9dd0d3,Checking,6907727032692.29,2023-04-18,Yes,Yes,323458,Computer Science,3.9,1971-10-31,2024-06-26,Illness,3929f805-e6cf-4e60-ad71-66efc4fd67af,Camera operator,5765792763425.76,ACC46399,2024-04-27,4256829231577.89,Disability,2024-08-17,Active,210fd794-b1f9-4757-acb8-1b8561574112,2024-08-24,2,316-97-6991,2023,222683003201.74,9b1b77ac-0205-4de3-9a46-6f5a96b05408,2024-02-19,Not Registered,4ee353e0-4389-4f95-b809-ac95a8e02803,2024-04-07,Closed,hflores,2024-10-15,18,"5652 Christina Plain
South Erinfort, KY 06876",2604056107106.47,907189031045.27,2024-07-12,P87942479,2023-02-03,Haiti,1
Gerald Adams,7d1c9480-44e5-4797-aa8f-950653ad89f2,Checking,4523837573049.47,2022-02-12,Yes,Yes,869907,Mathematics,3.12,1953-05-07,,Accident,f80a46f1-5428-41bb-8e35-785034ac7384,Ergonomist,9814383990100.8,ACC99673,2020-04-27,7430783977309.18,Healthcare,2024-06-07,Inactive,030b3364-c56e-4874-9f84-110fffc22437,2024-09-09,3,080-34-2176,2019,3681213536544.65,794c01e1-f3e6-4312-8d97-f4029718a7c9,2022-12-30,Not Registered,bdac129b-423f-412b-b083-af9c7e4880fd,2022-02-21,Pending,courtneyjordan,2024-01-04,4,"596 Peterson Views
Royside, FL 44046",4227631377223.35,5779422615453.77,2024-08-23,P16188171,2024-08-06,Ukraine,0
Marcus Hopkins,a1cefc78-63e0-4bbe-b8c6-f430becf1977,Savings,7956953326478.78,2020-03-15,Yes,Yes,343249,Mathematics,3.22,1946-10-18,2024-08-09,Natural Causes,1d288b68-7d74-4dcc-9233-65d3f216b5f7,"Scientist, research (life sciences)",4138780442872.45,ACC41453,2022-06-22,5536887443013.44,Unemployment,2021-06-01,Active,fdfc8700-bf69-4d2e-adce-7b9ce9d5183e,2024-07-06,0,639-43-9545,2022,9025427696206.55,ee4af6a4-ec66-4423-9304-8c247dd66a82,2022-03-05,Not Registered,f7b1ca00-9d55-4864-8934-a51504f0e8b9,2022-11-09,Open,claudia39,2024-08-27,47,"Unit 7627 Box 0585
DPO AP 23106",8817983689985.75,7662813858850.85,2023-11-24,P86002160,2024-05-30,Belize,0
Nicholas Brooks,2730f64d-9a06-46b2-98a2-647f79ff951b,Credit,4903513913472.52,2022-08-06,Yes,No,359060,Computer Science,3.42,2002-06-16,,Accident,b9c5b344-4155-47db-a2d5-3e782922b0af,"Engineer, energy",9920052315003.22,ACC40093,2023-09-07,5765644803996.0,Disability,2022-02-09,Active,786edf46-2b93-40f1-83b5-18e8e92b3732,2024-02-24,3,549-49-0894,2016,5233818701792.93,ebd94fb1-9f4f-4fd1-bfee-ecf6bd4664bf,2024-01-07,Registered,2428e026-34f2-4914-9522-ea9c272a8489,2021-09-06,Open,brittany03,2024-01-14,41,"0402 Collins Gardens
West Sean, DE 99173",2935810589362.58,1094710321196.33,2024-03-06,P13610530,2024-01-17,Guadeloupe,1
Nathan Wilson,a958c89a-e3df-4f36-9ddf-9eee8c3baad3,Credit,5416375226943.84,2022-11-29,No,Yes,961265,Computer Science,3.56,1936-11-21,,Accident,2350136c-8480-4808-af23-461c9b949437,"Engineer, control and instrumentation",8519058475447.49,ACC56586,2020-10-10,4504687506402.82,Healthcare,2020-12-08,Active,7cf8b8ce-84ec-4431-92ab-a1e0bf9c441e,2024-02-15,0,738-30-1080,2023,9474169518446.9,789e3e10-f831-4771-bec9-a961c881dadf,2021-07-19,Not Registered,80d77f11-b91f-4247-a626-fa9e64a6ca42,2022-08-11,Closed,xhawkins,2023-12-14,17,"17379 James Spur
North Cynthia, NY 28405",6605622052508.3,920242948425.79,2023-12-08,P24803203,2023-08-19,Gabon,0
Sheena Bowen DVM,75b92aeb-8b16-4a8b-beed-4fdf0541e77a,Credit,8982274189198.7,2020-02-20,No,Yes,415013,Biology,3.91,1963-07-08,,,e5efe03b-a242-4591-b131-f98837d8ce0f,Architect,2056779173675.34,ACC91388,2023-01-29,1463269541571.5,Disability,2022-03-23,Inactive,50d6620e-7b32-47f1-a47a-55f7892bfb66,2024-05-02,0,370-37-2674,2021,1749573404367.83,0f7ffbfd-d506-4dca-a27b-68fd596862e5,2023-05-02,Registered,298aa780-3a25-43b3-8d14-070ebc2ddb3b,2023-02-21,Pending,daniellethomas,2024-07-31,31,"PSC 4000, Box 6000
APO AE 61330",6308936173419.28,6255552375413.65,2024-02-10,P11329512,2023-03-13,Sao Tome and Principe,0
Jared Rasmussen,57992b36-3e4d-4f57-9457-d49211650958,Savings,56758761203.29,2024-01-19,No,No,564366,Mathematics,2.72,2001-01-26,2024-04-07,Illness,24e5d367-c071-4fb0-bc36-0ec7572d635f,Contractor,1733709502642.13,ACC12781,2019-12-01,9697934054075.58,Disability,2022-01-09,Inactive,3ddbaf1d-f59c-4d25-8691-a7e1be07d1ee,2024-10-13,3,206-92-6239,2015,2265965290625.3,36ca3389-b0ba-44d8-a588-fa240dd98b49,2023-06-22,Registered,34523b6b-fb5d-4b3e-9b13-b68b5948bcc3,2024-01-12,Open,carla80,2023-12-14,32,"4843 Timothy Mountain
Lutzside, MI 19615",5434929497619.94,5485737612201.75,2024-04-05,P99570572,2023-08-22,Pakistan,0
Jennifer Watts,a6443123-531d-4954-aecd-015f857f77bb,Checking,6036038752286.47,2020-01-22,No,Yes,422534,Computer Science,3.8,1934-09-30,2024-09-17,Natural Causes,c3abe897-67ba-4be7-aa2f-23eaddf8ad6e,"Psychologist, prison and probation services",1933861931649.4,ACC22401,2023-10-31,5502225162581.48,Disability,2020-04-25,Inactive,ef61af3d-e47f-4363-8540-7e205e4fe896,2024-05-29,5,175-91-3265,2023,1076642202463.74,f1e93e8e-13a3-4b5c-8d1f-35c091832f32,2020-12-22,Registered,a1449e95-a471-42e9-950e-540249d680c5,2024-07-14,Open,jamesshaw,2024-10-18,48,"55569 Stephen Plaza Apt. 850
Lake Brittanyhaven, VI 81795",1043589506802.41,9952161025243.78,2024-05-14,P30571190,2024-01-22,Spain,0
Robert Ibarra,1d364efa-d851-4f49-bfba-0eb7eee07c55,Credit,2785426582204.37,2019-11-13,Yes,No,618019,History,3.88,1953-09-06,2024-06-18,,0be12eb4-7833-4063-826b-cc9774641bed,"Accountant, chartered management",5600574211526.42,ACC77435,2022-02-06,506186157443.39,Unemployment,2022-07-07,Active,9e1b75cb-1a62-47cf-993b-89283f587e18,2024-07-04,0,537-53-8019,2015,6775287096141.14,a3388321-86c2-4615-b804-4d38d7600e78,2021-09-20,Registered,9a664909-e913-4011-9a50-b758fe18fd91,2020-05-04,Open,sarah48,2024-03-13,29,"431 Ricardo Creek
South Abigail, MO 62976",3651396988420.38,6677972772295.68,2024-06-19,P23624196,2023-08-14,Belarus,0
Luke Mason,80fb67b9-4de2-4b93-bf2d-d83a760659c2,Savings,2897948196418.34,2020-12-09,No,No,801146,Biology,3.52,1946-05-09,2024-01-02,Natural Causes,fffc6df9-cc3e-4575-9f49-1e89090f9128,Charity fundraiser,9892285705913.52,ACC91176,2023-11-20,8200637277378.73,Disability,2021-11-12,Inactive,8932ebe4-214f-40b9-b99b-467985d7da56,2024-09-06,0,118-84-4580,2021,9261021041566.11,04a5971d-401e-4f27-8235-3e1968d4c5a9,2023-07-28,Registered,454a83bf-62ef-4e81-9dce-bcda4a04dc8b,2020-10-12,Open,linda00,2024-06-11,16,"USS Hawkins
FPO AP 79279",153038906626.83,2549457885838.18,2024-05-23,P35875610,2022-11-29,Bhutan,0
Tyler Moore,749f0b81-64f3-49b8-aca9-f6bf02317695,Savings,7163845662350.82,2024-08-14,Yes,Yes,753241,Mathematics,2.16,1976-12-29,2024-05-24,Accident,059ae9cf-67d1-44b6-ab12-c83bc650bb04,"Scientist, water quality",5384640774557.94,ACC49684,2021-01-16,7429656563927.77,Healthcare,2021-11-19,Active,3b4362e6-41ee-4561-b57e-c0fa635f3d18,2024-05-08,0,890-15-4048,2023,9212658173578.5,bbe9ec4b-7e2b-404e-b715-598a9864ed0d,2022-09-12,Not Registered,163941e6-cb30-4def-a8fa-6192e7de42c0,2022-04-05,Pending,pmcgee,2024-08-18,29,"9682 Wallace Glens Apt. 873
New Robertside, LA 68611",2657932768661.69,878064344864.33,2024-08-13,P83069701,2024-03-22,Syrian Arab Republic,0
Carla Adams,0fcf4615-98a8-4c25-80c9-bfa307c3aac5,Credit,8846427812047.45,2021-05-06,Yes,No,816060,History,3.66,2005-03-28,2024-09-06,,58c9d5e4-da18-4775-bca4-b97ca9165ade,Wellsite geologist,965667935212.26,ACC40577,2019-11-15,1536084198408.46,Disability,2022-05-14,Active,4565d5dc-a762-4d4a-ae41-527d0b4698a3,2024-08-01,1,597-07-2014,2021,1314820997411.94,098c1223-aba7-479d-8083-a8986b113c40,2024-08-08,Registered,151caa7d-8231-4f1c-b200-3c9456f47285,2021-04-09,Open,dbrown,2024-05-19,39,"43910 Perez Ferry
Johnhaven, MA 57655",2937458597251.23,3531253129446.69,2024-04-29,P47793546,2024-03-16,Norway,0
Gwendolyn Barber,f5b9a7a2-dfc5-40de-86d8-dfd64f782856,Checking,1799349094521.29,2024-02-15,No,No,492282,Mathematics,3.34,2004-09-13,,,9064943a-422a-4a15-89f8-287284ef2910,Marketing executive,3648582889793.2,ACC24463,2024-07-29,5609215105662.97,Unemployment,2021-03-09,Active,e973aa1f-f4b8-4ecc-91f9-29c377221abc,2024-04-17,0,853-17-9050,2016,4527320136922.86,9e152edc-22fa-4ada-8abe-aa8faef45d81,2022-01-12,Registered,59ad6b27-1a01-4c1e-8742-997b4b35e9f4,2020-04-21,Pending,okim,2024-01-03,33,"8622 Cruz Glen
Andreaside, SC 03526",955634330912.4,4049759090296.71,2024-07-13,P55321559,2023-08-14,Ecuador,0
Jon King,9ec2ba5a-75bc-48a4-95b9-e41c6f57dc05,Checking,8391207380086.18,2022-03-23,No,Yes,795261,Computer Science,2.19,1980-03-14,2024-05-24,Natural Causes,52ed3d52-5115-4e52-9a94-5124c25c23f6,Wellsite geologist,3748819440866.13,ACC18965,2024-01-01,9182923309087.75,Unemployment,2022-05-26,Inactive,981e9b24-7230-4e75-bbef-0c6e5079a36c,2024-01-19,1,274-60-3237,2022,7153293972597.87,b2f0b490-2291-4b93-83f3-1893b3877ef2,2023-04-23,Not Registered,07d90c47-c602-4899-a8f9-ae84d9f4e7f7,2021-02-25,Open,swilliams,2023-11-17,19,"948 Morris Fall
New Jacob, MI 24794",1424475060187.9,3787072485468.14,2024-10-21,P63769463,2023-10-10,Lesotho,1
Mitchell Johnston,5252132e-f2d9-49a6-afe4-b479ac3ad7a6,Savings,1074072555332.13,2020-07-04,Yes,Yes,241663,History,2.82,1936-10-30,,Natural Causes,f8ab730d-5c24-4573-96b5-be44e98b0b7b,Dramatherapist,1973040154888.9,ACC85805,2024-02-19,3721671526758.6,Unemployment,2021-05-26,Active,0156b47d-e744-4bc2-a4f6-e71ad7ca7785,2024-09-11,0,050-18-1798,2019,3986109192780.75,bdc9eac8-b403-4433-8c61-d565bfdb0351,2021-12-17,Not Registered,96f6512e-5d5e-4a1e-b014-54b129e904d3,2022-12-21,Closed,kthompson,2024-04-09,31,"2746 George Skyway
Wallerville, MP 14618",5458392917743.61,5128091742039.4,2024-08-28,P81158048,2023-09-18,Ireland,0
Brittany Jimenez,24290813-eef0-4de9-b1dc-9b611087b258,Checking,5264924164125.68,2021-12-07,No,Yes,698161,History,3.21,1951-09-04,2024-01-28,Accident,349afed3-f828-4a65-ac37-4d216a028dc1,Health visitor,3512600514290.82,ACC73101,2020-01-23,9044410134959.35,Healthcare,2020-02-14,Active,1e8107ba-f817-47b7-98f1-d346ee3382f5,2023-11-16,1,874-61-7655,2021,1814194554177.56,a5468ecb-cf7e-4fba-8988-e1cf12a32aa2,2024-10-28,Registered,e4d07912-4516-428d-a3db-b74d00e8e428,2021-03-10,Pending,matthewsanthony,2024-02-03,41,"99804 Donald Mews
Coxfurt, NJ 32523",7795801013487.25,383243049177.4,2024-08-01,P31663944,2023-06-03,Madagascar,0
Manuel Holloway,a9e684bc-112a-4ba5-bdc7-4606a4876022,Checking,2811808926914.59,2021-12-20,Yes,Yes,326451,Biology,2.13,1955-03-23,,,0004d6b2-911c-4094-82f4-b8392c741ceb,Freight forwarder,5325655235185.82,ACC85316,2022-11-15,8072319323104.38,Healthcare,2024-06-29,Inactive,e5e945da-02a5-442f-9287-36b725c67480,2024-11-05,5,601-70-9267,2018,3369633584852.39,1ba1bf0c-69e0-4465-b414-116ceba1eac6,2023-07-14,Registered,6711f6a0-c748-4597-88dc-63988286c6b6,2022-06-02,Open,kingmaria,2024-02-23,46,"758 Morrison Mountains
Nicholasbury, MI 67118",5590382712412.78,6402564707861.2,2024-06-10,P92124229,2024-05-13,Syrian Arab Republic,0
Kevin Hart,205e245d-875f-47d3-9349-2082a93fbc4f,Savings,8285593231865.85,2023-09-23,No,Yes,806598,History,2.45,1940-06-24,2024-03-19,Illness,4479b885-115b-4d12-8e8e-4383e4d144a7,Research scientist (life sciences),8948710388462.77,ACC28596,2021-07-30,1535053260086.26,Unemployment,2023-03-23,Inactive,c6153ad3-1ce4-4674-b67e-f453cab04099,2024-10-22,2,524-06-5043,2020,9717685969046.95,b7989bc8-9b00-4def-9a39-414d1241423b,2021-05-14,Not Registered,98466744-9f23-4272-88fb-bb73648afd9e,2022-01-11,Closed,brownanthony,2024-05-13,25,"09632 Gonzales Island
South Andrewtown, NM 71409",3583367332868.8,3829752457083.34,2024-09-21,P16156329,2023-01-23,Myanmar,0
Ashley French,e8ea98bf-fa7e-4f04-91b3-c81f8691acd5,Savings,8655104904365.71,2020-10-31,No,Yes,987949,Biology,2.8,1992-06-01,,Accident,e9fdd86e-94c2-4c31-9545-14afd3fd3432,"Nurse, mental health",244740693279.88,ACC87441,2023-03-10,150394781161.66,Unemployment,2022-03-14,Inactive,7da7b527-b3ed-4c7e-8271-4d3354dffdda,2024-05-19,0,164-37-3546,2023,4916893801762.91,bfbef72d-60ea-458e-83fa-056bcd4e013d,2024-08-15,Not Registered,add33ef7-e91a-4556-be2c-e6483308dbca,2020-10-18,Open,grayfrank,2024-08-20,12,"715 Ryan Unions
Jorgeland, LA 49586",8199346145070.47,5670778207140.5,2023-12-25,P25702089,2023-11-24,Latvia,1
Linda Hopkins,3d13f367-b492-4cd6-8209-6d2914ac82cb,Checking,3188404698379.5,2021-02-03,Yes,No,622494,History,3.19,1972-01-23,,,15a67341-41d9-49e2-81a5-990b75ed846b,"Engineer, civil (consulting)",9321773087494.13,ACC86707,2023-09-09,8688331460082.2,Disability,2024-04-08,Inactive,43309ebb-1785-4ca0-832a-f915389bd810,2023-11-24,2,894-35-6240,2016,2485527603488.81,1bb12535-0862-433e-a1b3-e6cfeadc649f,2021-06-20,Registered,2ea0cc7a-cce2-41ce-a185-0a979b8c6874,2021-12-05,Open,brandonescobar,2024-05-03,9,"USCGC Torres
FPO AP 91137",7345748144432.15,5390609419984.72,2023-12-19,P89400762,2024-06-29,Hungary,0
Mary Lopez,668e7dfe-60c1-4685-b46e-5c94e3dee65b,Savings,9410525450712.78,2020-11-10,Yes,No,894245,Computer Science,2.18,1953-11-19,,,30803603-2c59-4930-8238-223ad6371dd7,Company secretary,6649854456809.23,ACC43674,2021-01-08,4381289411680.57,Unemployment,2024-09-01,Active,289f0a64-7f4c-487f-9333-4dba40d26664,2024-03-31,4,069-31-9013,2016,8594580178134.36,d91bcd00-6fd7-46e6-9e60-85b0c2585f89,2022-03-13,Registered,6352c43e-3e18-4a7d-b89e-db46cc4e81f6,2022-01-01,Open,meganferguson,2024-01-18,21,"00468 James Route Apt. 589
Garrettfurt, ND 35481",4717336777046.88,6999328645237.52,2024-05-28,P19585659,2022-12-13,Liberia,0
Annette Sampson,5099a6a3-bdaf-42e6-82d4-52053d807e22,Credit,5236341668429.4,2020-10-16,Yes,No,299485,Mathematics,3.93,1961-09-03,,Accident,aabb45d1-0dfd-45b9-a77d-c91955aabc56,"Librarian, public",9031566844037.93,ACC35546,2022-06-10,423747833917.65,Healthcare,2024-05-18,Inactive,18790de9-c00e-4450-8aa3-18e496546335,2023-12-16,0,248-46-3167,2023,7795486488169.1,ca63668f-15b9-4ed0-aac7-c5b0ff1fa4a7,2020-12-26,Registered,a054cfad-872d-4107-8486-a3c9c0642de5,2022-07-18,Closed,lopezdavid,2024-05-05,5,"77568 Smith Forges
Debrashire, MS 06231",8556991024616.35,5474710735868.53,2024-06-12,P80234001,2022-12-11,Timor-Leste,1
Jason Oconnell,9181c641-d72a-4013-889b-7d9be675b222,Savings,69790830618.95,2020-04-03,Yes,Yes,863618,History,2.3,1996-04-13,,Accident,7faf3fe9-6296-4da0-9987-fccf802338af,Planning and development surveyor,1598780035233.85,ACC84083,2022-12-20,4903828547775.26,Healthcare,2019-12-25,Active,7ba190bf-9ea9-44ef-b078-f63b4fca9922,2024-09-14,5,653-47-8308,2015,9906207076644.67,4b4d650d-9f67-415c-9179-a73a5388bed8,2024-05-16,Registered,1bce8901-a020-4aab-b30d-e62d2982bc9a,2020-10-03,Pending,cranestephen,2024-11-08,46,"438 Hart Estates Suite 470
Millerchester, FL 34025",9531889582879.55,2352223218276.36,2024-03-11,P80279643,2022-12-20,Djibouti,0
Brianna Bennett,96be845a-e123-48ce-b97b-93aaa35bcbb2,Credit,3617793298236.58,2022-07-18,No,No,431964,History,2.13,1947-12-29,,Accident,aa595a77-a971-4660-a570-221f5332bc1c,Quarry manager,3917794445852.9,ACC61993,2023-03-30,3745830184359.92,Unemployment,2021-09-19,Active,040f49c5-4a8f-4748-aa81-9da8c787b684,2024-05-29,1,824-44-0578,2019,9423794647742.48,1401f1d4-4e33-44fb-8ca0-b8c4232b3ac9,2021-10-08,Registered,4118c3ea-a685-4efb-b048-c5d44e024a6f,2022-09-09,Closed,marywallace,2024-07-06,41,"82280 Abigail Light Suite 641
North Jonathanview, AK 21084",1427793896615.81,2738184886940.88,2024-10-15,P62132063,2024-08-30,Namibia,0
Jerry Chavez,e330294c-f5ee-40a0-acae-823307bfff28,Savings,8952467258547.69,2023-07-29,No,Yes,838647,Biology,2.72,1959-03-03,2024-04-02,,c9cd838e-cb1a-4c9e-bee2-9b95b3c20c9c,Stage manager,2100636421560.22,ACC29468,2024-10-23,21616783880.92,Healthcare,2021-11-14,Inactive,790177ab-0c53-4b02-82fc-a7b102d41b1c,2024-07-09,2,446-86-5421,2020,9844867703160.2,0f09951d-c20c-4d76-8520-8290ab0acba3,2023-12-09,Registered,fe6f178c-d0b0-474a-8a0d-a812db527e88,2021-08-19,Closed,sara51,2024-09-15,27,"504 Judith Squares Suite 641
Michaelberg, MN 13752",488977656854.55,925952421065.38,2024-05-18,P35276117,2024-04-10,Burundi,0
Randy Carpenter,222bbeb1-dccc-4d6e-ab70-6a318b620051,Savings,5641534377445.45,2024-09-02,Yes,No,579187,Biology,2.84,1986-06-09,,,a9a8a5ec-c65c-46c6-8c64-1951bf679389,Press photographer,4715056999293.29,ACC54133,2021-06-20,3657351632554.95,Unemployment,2023-02-07,Inactive,55bff314-2abd-4287-95ba-1ae3540d2b60,2024-04-21,3,655-07-3251,2019,6020425903788.54,fb6ad081-f34d-4ac2-ac81-59602d03d212,2020-11-24,Registered,13c3d82f-941d-4d46-954e-d6576eaa90e6,2022-08-02,Closed,jimmyalvarez,2024-09-07,50,"26724 Dawn Vista
Richardfort, PR 61297",8143507761799.0,301547881392.33,2024-06-24,P10517788,2024-07-12,Haiti,0
Michele Reed,924c947b-9011-4896-9968-4cdb18bcb1c7,Savings,1983902468451.28,2019-12-24,No,No,214320,Biology,3.52,1966-12-25,2024-08-04,Accident,653f2382-661a-40ab-9e6e-7fe80b3b1853,Medical illustrator,7347487511198.1,ACC74249,2023-07-09,7253167745394.11,Disability,2021-11-16,Active,c7d41f31-8024-4d02-bd36-98b1a074ee8d,2024-05-23,4,159-61-9572,2017,987445650074.84,e4746d9d-a7f9-4cfa-af16-c39c5a718c9f,2024-05-21,Registered,3ef7e267-446e-4ff5-bbc4-83464cffc5be,2023-12-03,Pending,beth01,2024-04-11,21,"7167 Collins River
West Matthew, GU 03664",137270862739.67,9380944957143.61,2024-08-06,P77717073,2023-10-26,French Southern Territories,0
Jeffrey Sanders,6ef8bc4f-7475-45cc-bc9a-4cc7069f21f2,Credit,805075890579.81,2023-08-14,No,No,417030,History,3.62,1969-01-04,,Natural Causes,c54a04ad-8784-46a8-860c-8a98de766c17,"Teacher, English as a foreign language",7681454101024.2,ACC29044,2021-12-19,3463905595719.18,Healthcare,2020-02-26,Active,eb9c3b86-ca9a-4c6e-b8a4-0d1b9e28ee91,2024-03-24,4,322-62-3464,2021,6430054612619.97,b146f5a1-fc09-40c6-b674-63c4dd4f7d41,2021-11-20,Not Registered,42d58ff3-78cd-4fb5-ac34-1219328cf2a1,2023-11-26,Open,patrickleonard,2024-06-26,6,"91404 Ward Path
Danielhaven, NJ 88629",6838767158267.53,8242474566330.87,2024-07-27,P20555246,2024-03-08,Brazil,1
Sabrina Myers,249160bf-47b2-46a2-91a7-aa1b88d062f1,Checking,3505933849981.18,2021-01-26,No,Yes,396502,History,3.19,2001-05-27,2024-06-11,,9ef2e715-b315-4305-9ac4-58e67a4b970f,"Education officer, community",9126518119146.48,ACC93148,2021-04-02,2575308798097.64,Unemployment,2021-07-12,Inactive,6d5ff026-fa73-4832-8545-e42d8d2bb9d4,2024-03-09,4,563-20-7944,2020,3755625356465.3,b33992cc-3882-41d9-a1e8-036d40f1f739,2023-07-17,Not Registered,0598a7ad-0cb0-4cfc-b966-a8bb366aeb50,2020-01-05,Open,alex38,2024-03-30,22,"Unit 6669 Box 6874
DPO AA 59474",6646141977729.78,8742513390234.71,2024-08-30,P84916449,2024-05-16,Cook Islands,0
James Arnold,8d3d1546-fd84-43a9-ab17-1e5c27e57c10,Credit,1491697914139.3,2020-11-01,Yes,No,681800,Mathematics,3.94,1949-06-07,2024-10-19,Natural Causes,6ff12074-1fd1-4c78-a347-042e2672c1a5,"Sales professional, IT",4319560006213.78,ACC55492,2021-01-06,8199984444709.22,Healthcare,2020-12-31,Inactive,beef6bb2-4dec-4f71-b793-b16b5f716264,2023-11-29,1,869-88-6592,2019,296912407600.28,f4656ba9-d60d-41c7-8d29-922e4bcce8ac,2024-10-01,Registered,776a6569-c755-43fa-8511-57cb927b878f,2022-07-22,Open,alexis22,2024-02-28,39,"4675 Shelley Drives
Sharonside, PA 89360",7504348781787.53,8708496671665.91,2024-01-05,P15086828,2024-08-14,Slovakia (Slovak Republic),0
Rachel Brown,db6477ab-031a-4469-b4d3-8f1712bce6a8,Credit,3965186820507.43,2023-09-09,Yes,Yes,195269,History,2.62,1970-12-25,,Accident,56c1d973-e95c-4235-843d-0977c6b39edb,"Therapist, art",5780260558602.26,ACC87408,2024-05-02,1539785781440.36,Healthcare,2022-08-25,Inactive,e1bfee05-2a3e-412e-8359-313be4efd22e,2023-12-05,0,555-06-6910,2023,9777567650205.43,926bd811-04b3-4610-92d4-54dabba2dc5c,2022-05-08,Not Registered,b7960582-a9c9-4276-bfb1-8fa0079455f1,2021-07-14,Closed,meyersdarlene,2023-12-15,49,"USCGC Keller
FPO AA 07649",8392185821678.9,7687945268778.76,2024-07-16,P42795155,2024-02-06,Belarus,1
Daniel Byrd,c2b84f60-41f5-495c-b71d-ac61e284a097,Credit,7551692991062.21,2022-08-18,No,No,229894,History,3.36,1958-08-11,,,f1e1809f-dc4a-4c4f-87ae-31012d305aa0,Interpreter,4755350485347.83,ACC90730,2024-09-28,3346155329590.84,Disability,2023-05-22,Inactive,a7334243-2b71-4743-b20d-b12a108f24ff,2024-05-11,1,630-83-0938,2019,1081216093143.85,58d6b64c-4105-45c8-91a7-011687935710,2024-08-05,Not Registered,55d28062-dbf9-4ef2-87d9-88c8196e244b,2020-03-18,Closed,ohickman,2024-01-09,19,"28432 Nash Overpass
North Mckenzieburgh, FL 09485",9816715123670.57,5703513027427.85,2024-05-05,P14695220,2023-10-17,Palestinian Territory,0
